Price;Close;ATR(14)
Ticker;BTC-USD;
Date;;
2017-01-01 00:00:00+00:00;998,3250122070312;
2017-01-02 00:00:00+00:00;1021,75;
2017-01-03 00:00:00+00:00;1043,8399658203125;
2017-01-04 00:00:00+00:00;1154,72998046875;
2017-01-05 00:00:00+00:00;1013,3800048828125;
2017-01-06 00:00:00+00:00;902,2009887695312;
2017-01-07 00:00:00+00:00;908,5850219726562;
2017-01-08 00:00:00+00:00;911,198974609375;
2017-01-09 00:00:00+00:00;902,8280029296875;
2017-01-10 00:00:00+00:00;907,6790161132812;
2017-01-11 00:00:00+00:00;777,7570190429688;
2017-01-12 00:00:00+00:00;804,833984375;
2017-01-13 00:00:00+00:00;823,9840087890625;
2017-01-14 00:00:00+00:00;818,4119873046875;
2017-01-15 00:00:00+00:00;821,7979736328125;
2017-01-16 00:00:00+00:00;831,5339965820312;
2017-01-17 00:00:00+00:00;907,93798828125;
2017-01-18 00:00:00+00:00;886,6179809570312;
2017-01-19 00:00:00+00:00;899,072998046875;
2017-01-20 00:00:00+00:00;895,0260009765625;
2017-01-21 00:00:00+00:00;921,7890014648438;
2017-01-22 00:00:00+00:00;924,6729736328125;
2017-01-23 00:00:00+00:00;921,0120239257812;
2017-01-24 00:00:00+00:00;892,68701171875;
2017-01-25 00:00:00+00:00;901,5419921875;
2017-01-26 00:00:00+00:00;917,5859985351562;
2017-01-27 00:00:00+00:00;919,75;
2017-01-28 00:00:00+00:00;921,5900268554688;
2017-01-29 00:00:00+00:00;919,4959716796875;
2017-01-30 00:00:00+00:00;920,3820190429688;
2017-01-31 00:00:00+00:00;970,4030151367188;
2017-02-01 00:00:00+00:00;989,0230102539062;
2017-02-02 00:00:00+00:00;1011,7999877929688;
2017-02-03 00:00:00+00:00;1029,9100341796875;
2017-02-04 00:00:00+00:00;1042,9000244140625;
2017-02-05 00:00:00+00:00;1027,3399658203125;
2017-02-06 00:00:00+00:00;1038,1500244140625;
2017-02-07 00:00:00+00:00;1061,3499755859375;
2017-02-08 00:00:00+00:00;1063,0699462890625;
2017-02-09 00:00:00+00:00;994,3829956054688;
2017-02-10 00:00:00+00:00;988,6740112304688;
2017-02-11 00:00:00+00:00;1004,4500122070312;
2017-02-12 00:00:00+00:00;999,1810302734375;
2017-02-13 00:00:00+00:00;990,6420288085938;
2017-02-14 00:00:00+00:00;1004,5499877929688;
2017-02-15 00:00:00+00:00;1007,47998046875;
2017-02-16 00:00:00+00:00;1027,43994140625;
2017-02-17 00:00:00+00:00;1046,2099609375;
2017-02-18 00:00:00+00:00;1054,4200439453125;
2017-02-19 00:00:00+00:00;1047,8699951171875;
2017-02-20 00:00:00+00:00;1079,97998046875;
2017-02-21 00:00:00+00:00;1115,300048828125;
2017-02-22 00:00:00+00:00;1117,43994140625;
2017-02-23 00:00:00+00:00;1166,719970703125;
2017-02-24 00:00:00+00:00;1173,6800537109375;
2017-02-25 00:00:00+00:00;1143,8399658203125;
2017-02-26 00:00:00+00:00;1165,199951171875;
2017-02-27 00:00:00+00:00;1179,969970703125;
2017-02-28 00:00:00+00:00;1179,969970703125;
2017-03-01 00:00:00+00:00;1222,5;
2017-03-02 00:00:00+00:00;1251,010009765625;
2017-03-03 00:00:00+00:00;1274,989990234375;
2017-03-04 00:00:00+00:00;1255,1500244140625;
2017-03-05 00:00:00+00:00;1267,1199951171875;
2017-03-06 00:00:00+00:00;1272,8299560546875;
2017-03-07 00:00:00+00:00;1223,5400390625;
2017-03-08 00:00:00+00:00;1150,0;
2017-03-09 00:00:00+00:00;1188,489990234375;
2017-03-10 00:00:00+00:00;1116,719970703125;
2017-03-11 00:00:00+00:00;1175,8299560546875;
2017-03-12 00:00:00+00:00;1221,3800048828125;
2017-03-13 00:00:00+00:00;1231,9200439453125;
2017-03-14 00:00:00+00:00;1240,0;
2017-03-15 00:00:00+00:00;1249,6099853515625;
2017-03-16 00:00:00+00:00;1187,81005859375;
2017-03-17 00:00:00+00:00;1100,22998046875;
2017-03-18 00:00:00+00:00;973,8179931640625;
2017-03-19 00:00:00+00:00;1036,739990234375;
2017-03-20 00:00:00+00:00;1054,22998046875;
2017-03-21 00:00:00+00:00;1120,5400390625;
2017-03-22 00:00:00+00:00;1049,1400146484375;
2017-03-23 00:00:00+00:00;1038,5899658203125;
2017-03-24 00:00:00+00:00;937,52001953125;
2017-03-25 00:00:00+00:00;972,7789916992188;
2017-03-26 00:00:00+00:00;966,7249755859375;
2017-03-27 00:00:00+00:00;1045,77001953125;
2017-03-28 00:00:00+00:00;1047,1500244140625;
2017-03-29 00:00:00+00:00;1039,969970703125;
2017-03-30 00:00:00+00:00;1026,4300537109375;
2017-03-31 00:00:00+00:00;1071,7900390625;
2017-04-01 00:00:00+00:00;1080,5;
2017-04-02 00:00:00+00:00;1102,1700439453125;
2017-04-03 00:00:00+00:00;1143,81005859375;
2017-04-04 00:00:00+00:00;1133,25;
2017-04-05 00:00:00+00:00;1124,780029296875;
2017-04-06 00:00:00+00:00;1182,6800537109375;
2017-04-07 00:00:00+00:00;1176,9000244140625;
2017-04-08 00:00:00+00:00;1175,949951171875;
2017-04-09 00:00:00+00:00;1187,8699951171875;
2017-04-10 00:00:00+00:00;1187,1300048828125;
2017-04-11 00:00:00+00:00;1205,010009765625;
2017-04-12 00:00:00+00:00;1200,3699951171875;
2017-04-13 00:00:00+00:00;1169,280029296875;
2017-04-14 00:00:00+00:00;1167,5400390625;
2017-04-15 00:00:00+00:00;1172,52001953125;
2017-04-16 00:00:00+00:00;1182,93994140625;
2017-04-17 00:00:00+00:00;1193,9100341796875;
2017-04-18 00:00:00+00:00;1211,6700439453125;
2017-04-19 00:00:00+00:00;1210,2900390625;
2017-04-20 00:00:00+00:00;1229,0799560546875;
2017-04-21 00:00:00+00:00;1222,050048828125;
2017-04-22 00:00:00+00:00;1231,7099609375;
2017-04-23 00:00:00+00:00;1207,2099609375;
2017-04-24 00:00:00+00:00;1250,1500244140625;
2017-04-25 00:00:00+00:00;1265,489990234375;
2017-04-26 00:00:00+00:00;1281,0799560546875;
2017-04-27 00:00:00+00:00;1317,72998046875;
2017-04-28 00:00:00+00:00;1316,47998046875;
2017-04-29 00:00:00+00:00;1321,7900390625;
2017-04-30 00:00:00+00:00;1347,8900146484375;
2017-05-01 00:00:00+00:00;1421,5999755859375;
2017-05-02 00:00:00+00:00;1452,8199462890625;
2017-05-03 00:00:00+00:00;1490,0899658203125;
